"","Behavior 0","Behavior 1","Mating ID"
"67","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"68","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"69","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"70","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"71","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"72","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"73","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"74","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"75","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g1.J101xJ204"
"76","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"77","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"78","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"79","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"80","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g1.J101xJ204"
"81","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"82","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"83","Mounted + Pedipalp Showcase","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"84","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"85","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"86","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"87","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"88","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"89","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"90","Mounted + Pedipalp Showcase","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"91","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"92","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"93","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"94","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"95","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"96","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"97","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"98","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"99","Mounted + Pedipalp Showcase","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"100","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"101","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"102","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g1.J101xJ204"
"103","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"104","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"105","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g1.J101xJ204"
"106","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"107","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"108","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"109","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"110","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"111","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"112","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"113","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"114","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g1.J101xJ204"
"115","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"116","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"117","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"118","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"119","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"120","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"121","Leg Showcase + Mounted + Pedipalp Showcase","Leg Showcase + Mounted","g1.J101xJ204"
"122","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"123","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"124","Leg Showcase + Mounted + Pedipalp Showcase","Leg Showcase + Mounted","g1.J101xJ204"
"125","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"126","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"127","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"128","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"129","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"130","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"131","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g1.J101xJ204"
"132","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"133","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"134","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"135","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"136","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"137","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"138","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"139","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"140","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"141","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"142","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"143","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"144","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"145","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"146","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"147","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"148","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"149","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"150","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"151","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"152","Mounted + Pedipalp Showcase","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"153","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"154","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"155","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"156","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"157","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"158","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"159","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"160","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"161","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"162","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"163","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"164","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"165","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"166","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"167","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"168","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"169","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"170","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"171","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"172","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"173","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"174","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"175","Leg Showcase + Mounted","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"176","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"177","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"178","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"179","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"180","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"181","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"182","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"183","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"184","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"185","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"186","Mounted + Pedipalp Showcase","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"187","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"188","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"189","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"190","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"191","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"192","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"193","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"194","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"195","Mounted + Pedipalp Showcase","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"196","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"197","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"198","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"199","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"200","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"201","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"202","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"203","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"204","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"205","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"206","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"207","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"208","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"209","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"210","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"211","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"212","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"213","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"214","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"215","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"216","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"217","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"218","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"219","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"220","Mounted + Pedipalp Showcase","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"221","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"222","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"223","Leg Showcase + Mounted + Pedipalp Showcase","Leg Showcase + Mounted","g1.J101xJ204"
"224","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"225","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"226","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"227","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"228","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"229","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"230","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"231","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"232","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"233","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"234","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"235","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"236","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"237","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J101xJ204"
"238","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"239","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"240","Leg Showcase + Mounted","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"241","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"242","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"243","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"244","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"245","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"246","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"247","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"248","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"249","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"250","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"251","Leg Showcase + Mounted","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"252","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"253","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"254","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"255","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"256","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"257","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"258","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"259","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"260","Leg Showcase + Mounted","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"261","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"262","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"263","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"264","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"265","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"266","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"267","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"268","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"269","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"270","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"271","Leg Showcase + Mounted + Pedipalp Showcase","Leg Showcase + Mounted","g1.J101xJ204"
"272","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"273","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"274","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"275","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"276","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"277","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"278","Leg Showcase + Mounted","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"279","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"280","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"281","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"282","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"283","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"284","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"285","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"286","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"287","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"288","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"289","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"290","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"291","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"292","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"293","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"294","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"295","Leg Showcase + Mounted","Mounted + Freezing","g1.J101xJ204"
"296","Mounted + Freezing","Leg Showcase + Mounted","g1.J101xJ204"
"297","Leg Showcase + Mounted","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"298","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"299","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J101xJ204"
"300","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J101xJ204"
"301","Mounted + Freezing","Retreat","g1.J101xJ204"
